index,annotator_labels,captionID,gold_label,pairID,sentence1,sentence1_binary_parse,sentence1_parse,sentence2,sentence2_binary_parse,sentence2_parse
,"['entailment', 'neutral', 'neutral', 'entailment', 'neutral']",2802539497.jpg#0,neutral,2802539497.jpg#0r1e,A man in a plaid shirt and brown pants is sitting on the sidewalk in front of some blankets while people walk by.,( ( ( A man ) ( in ( ( ( a ( plaid shirt ) ) and ) ( brown pants ) ) ) ) ( ( is ( ( sitting ( on ( ( the sidewalk ) ( in ( front ( of ( some blankets ) ) ) ) ) ) ) ( while ( people ( walk by ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN in) (NP (NP (DT a) (JJ plaid) (NN shirt)) (CC and) (NP (JJ brown) (NNS pants))))) (VP (VBZ is) (VP (VBG sitting) (PP (IN on) (NP (NP (DT the) (NN sidewalk)) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (DT some) (NNS blankets))))))) (SBAR (IN while) (S (NP (NNS people)) (VP (VBP walk) (PP (IN by))))))) (. .))),A man is outside.,( ( A man ) ( ( is outside ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (ADVP (RB outside))) (. .)))
,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral']",4732721001.jpg#1,neutral,4732721001.jpg#1r1n,A young woman talks on the phone and carries her bags while walking past some hats on display.,( ( A ( young woman ) ) ( ( ( ( talks ( on ( the phone ) ) ) and ) ( ( carries ( her bags ) ) ( while ( walking ( past ( ( some hats ) ( on display ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ young) (NN woman)) (VP (VP (VBZ talks) (PP (IN on) (NP (DT the) (NN phone)))) (CC and) (VP (VBZ carries) (NP (PRP$ her) (NNS bags)) (PP (IN while) (S (VP (VBG walking) (PP (IN past) (NP (NP (DT some) (NNS hats)) (PP (IN on) (NP (NN display)))))))))) (. .))),A woman has been shopping.,( ( A woman ) ( ( has ( been shopping ) ) . ) ),(ROOT (S (NP (DT A) (NN woman)) (VP (VBZ has) (VP (VBN been) (VP (VBG shopping)))) (. .)))
,"['entailment', 'entailment', 'neutral', 'neutral', 'neutral']",4732721001.jpg#1,neutral,4732721001.jpg#1r1e,A young woman talks on the phone and carries her bags while walking past some hats on display.,( ( A ( young woman ) ) ( ( ( ( talks ( on ( the phone ) ) ) and ) ( ( carries ( her bags ) ) ( while ( walking ( past ( ( some hats ) ( on display ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ young) (NN woman)) (VP (VP (VBZ talks) (PP (IN on) (NP (DT the) (NN phone)))) (CC and) (VP (VBZ carries) (NP (PRP$ her) (NNS bags)) (PP (IN while) (S (VP (VBG walking) (PP (IN past) (NP (NP (DT some) (NNS hats)) (PP (IN on) (NP (NN display)))))))))) (. .))),A woman walks through a store talking on her phone.,( ( A woman ) ( ( walks ( through ( ( a store ) ( talking ( on ( her phone ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN woman)) (VP (VBZ walks) (PP (IN through) (NP (NP (DT a) (NN store)) (VP (VBG talking) (PP (IN on) (NP (PRP$ her) (NN phone))))))) (. .)))
,"['neutral', 'entailment', 'neutral', 'neutral', 'neutral']",944424269.jpg#2,neutral,944424269.jpg#2r1n,This woman is setting out a vegetable collection for sale in the market.,( ( This woman ) ( ( is ( ( ( setting out ) ( ( a ( vegetable collection ) ) ( for sale ) ) ) ( in ( the market ) ) ) ) . ) ),(ROOT (S (NP (DT This) (NN woman)) (VP (VBZ is) (VP (VBG setting) (PRT (RP out)) (NP (NP (DT a) (NN vegetable) (NN collection)) (PP (IN for) (NP (NN sale)))) (PP (IN in) (NP (DT the) (NN market))))) (. .))),A woman selling vegetables for extra cash.,( ( ( A woman ) ( selling ( vegetables ( for ( extra cash ) ) ) ) ) . ),(ROOT (NP (NP (DT A) (NN woman)) (VP (VBG selling) (NP (NP (NNS vegetables)) (PP (IN for) (NP (JJ extra) (NN cash))))) (. .)))
,"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",4519321887.jpg#3,entailment,4519321887.jpg#3r1e,A couple of females are talking to each other while one is flicking her cigarette.,( ( ( A couple ) ( of females ) ) ( ( are ( ( talking ( to ( each other ) ) ) ( while ( one ( is ( flicking ( her cigarette ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN couple)) (PP (IN of) (NP (NNS females)))) (VP (VBP are) (VP (VBG talking) (PP (TO to) (NP (DT each) (JJ other))) (SBAR (IN while) (S (NP (PRP one)) (VP (VBZ is) (VP (VBG flicking) (NP (PRP$ her) (NN cigarette)))))))) (. .))),One of the females is a smoker.,( ( One ( of ( the females ) ) ) ( ( is ( a smoker ) ) . ) ),(ROOT (S (NP (NP (CD One)) (PP (IN of) (NP (DT the) (NNS females)))) (VP (VBZ is) (NP (DT a) (NN smoker))) (. .)))
,"['contradiction', 'neutral', 'contradiction', 'contradiction', 'contradiction']",4519321887.jpg#3,contradiction,4519321887.jpg#3r1c,A couple of females are talking to each other while one is flicking her cigarette.,( ( ( A couple ) ( of females ) ) ( ( are ( ( talking ( to ( each other ) ) ) ( while ( one ( is ( flicking ( her cigarette ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN couple)) (PP (IN of) (NP (NNS females)))) (VP (VBP are) (VP (VBG talking) (PP (TO to) (NP (DT each) (JJ other))) (SBAR (IN while) (S (NP (PRP one)) (VP (VBZ is) (VP (VBG flicking) (NP (PRP$ her) (NN cigarette)))))))) (. .))),Neither one of them enjoy smoking.,( ( ( Neither one ) ( of them ) ) ( ( enjoy smoking ) . ) ),(ROOT (S (NP (NP (DT Neither) (NN one)) (PP (IN of) (NP (PRP them)))) (VP (VBP enjoy) (NP (NN smoking))) (. .)))
,"['entailment', 'entailment', 'contradiction', 'entailment', 'entailment']",3403797144.jpg#4,entailment,3403797144.jpg#4r1e,A surfer on a wave.,( ( ( A surfer ) ( on ( a wave ) ) ) . ),(ROOT (NP (NP (DT A) (NN surfer)) (PP (IN on) (NP (DT a) (NN wave))) (. .))),A surfer catching a swell.,( ( ( A surfer ) ( catching ( a swell ) ) ) . ),(ROOT (NP (NP (DT A) (NN surfer)) (VP (VBG catching) (NP (DT a) (NN swell))) (. .)))
,"['contradiction', 'neutral', 'neutral', 'contradiction', 'contradiction']",1785224814.jpg#1,contradiction,1785224814.jpg#1r1c,People ordering and picking up food at a restaurant window.,( ( People ( ( ordering and ) ( ( ( picking up ) food ) ( at ( a ( restaurant window ) ) ) ) ) ) . ),(ROOT (NP (NP (NNS People)) (VP (VP (VBG ordering)) (CC and) (VP (VBG picking) (PRT (RP up)) (NP (NN food)) (PP (IN at) (NP (DT a) (NN restaurant) (NN window))))) (. .))),The people are waiting at their table for the waitress to bring their food.,( ( The people ) ( ( are ( ( waiting ( at ( ( their table ) ( for ( the waitress ) ) ) ) ) ( to ( bring ( their food ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NNS people)) (VP (VBP are) (VP (VBG waiting) (PP (IN at) (NP (NP (PRP$ their) (NN table)) (PP (IN for) (NP (DT the) (NN waitress))))) (S (VP (TO to) (VP (VB bring) (NP (PRP$ their) (NN food))))))) (. .)))
,"['entailment', 'entailment', 'neutral', 'neutral', 'neutral']",2945685284.jpg#3,neutral,2945685284.jpg#3r1e,Several men helping each other pull in a fishing net.,( ( ( Several men ) ( helping ( ( each ( other pull ) ) ( in ( a ( fishing net ) ) ) ) ) ) . ),(ROOT (NP (NP (JJ Several) (NNS men)) (VP (VBG helping) (NP (NP (DT each) (JJ other) (NN pull)) (PP (IN in) (NP (DT a) (NN fishing) (NN net))))) (. .))),There is a group of men.,( There ( ( is ( ( a group ) ( of men ) ) ) . ) ),(ROOT (S (NP (EX There)) (VP (VBZ is) (NP (NP (DT a) (NN group)) (PP (IN of) (NP (NNS men))))) (. .)))
,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral']",2256320794.jpg#1,neutral,2256320794.jpg#1r1n,The collie is standing outdoors on a sandy area.,( ( The collie ) ( ( is ( ( standing outdoors ) ( on ( a ( sandy area ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN collie)) (VP (VBZ is) (VP (VBG standing) (ADVP (RB outdoors)) (PP (IN on) (NP (DT a) (JJ sandy) (NN area))))) (. .))),The collie is at a beach.,( ( The collie ) ( ( is ( at ( a beach ) ) ) . ) ),(ROOT (S (NP (DT The) (NN collie)) (VP (VBZ is) (PP (IN at) (NP (DT a) (NN beach)))) (. .)))
,"['neutral', 'contradiction', 'contradiction', 'contradiction', 'contradiction']",3706019147.jpg#4,contradiction,3706019147.jpg#4r1n,A group of people traveling in a small wooden boat.,( ( ( ( A group ) ( of people ) ) ( traveling ( in ( a ( small ( wooden boat ) ) ) ) ) ) . ),(ROOT (NP (NP (NP (DT A) (NN group)) (PP (IN of) (NP (NNS people)))) (VP (VBG traveling) (PP (IN in) (NP (DT a) (JJ small) (JJ wooden) (NN boat)))) (. .))),A group of people waiting for a larger boat.,( ( ( ( A group ) ( of people ) ) ( waiting ( for ( a ( larger boat ) ) ) ) ) . ),(ROOT (NP (NP (NP (DT A) (NN group)) (PP (IN of) (NP (NNS people)))) (VP (VBG waiting) (PP (IN for) (NP (DT a) (JJR larger) (NN boat)))) (. .)))
,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction']",3706019147.jpg#4,contradiction,3706019147.jpg#4r1c,A group of people traveling in a small wooden boat.,( ( ( ( A group ) ( of people ) ) ( traveling ( in ( a ( small ( wooden boat ) ) ) ) ) ) . ),(ROOT (NP (NP (NP (DT A) (NN group)) (PP (IN of) (NP (NNS people)))) (VP (VBG traveling) (PP (IN in) (NP (DT a) (JJ small) (JJ wooden) (NN boat)))) (. .))),A group of people on a sunken boat.,( ( ( ( A group ) ( of people ) ) ( on ( a ( sunken boat ) ) ) ) . ),(ROOT (NP (NP (DT A) (NN group)) (PP (IN of) (NP (NNS people))) (PP (IN on) (NP (DT a) (JJ sunken) (NN boat))) (. .)))
,"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",5070037637.jpg#3,entailment,5070037637.jpg#3r1e,A male performer sings and plays the guitar in front of a microphone.,( ( A ( male performer ) ) ( ( ( ( sings and ) plays ) ( ( the guitar ) ( in ( front ( of ( a microphone ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ male) (NN performer)) (VP (VBZ sings) (CC and) (VBZ plays) (NP (NP (DT the) (NN guitar)) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (DT a) (NN microphone))))))) (. .))),A man is singing a song.,( ( A man ) ( ( is ( singing ( a song ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG singing) (NP (DT a) (NN song)))) (. .)))
,"['entailment', 'neutral', 'neutral', 'neutral', 'neutral']",3084018061.jpg#3,neutral,3084018061.jpg#3r1e,Three men drink at a reflective bar.,( ( Three men ) ( ( drink ( at ( a ( reflective bar ) ) ) ) . ) ),(ROOT (S (NP (CD Three) (NNS men)) (VP (VBP drink) (PP (IN at) (NP (DT a) (JJ reflective) (NN bar)))) (. .))),Men are drinking alcohol at a bar.,( Men ( ( are ( ( drinking alcohol ) ( at ( a bar ) ) ) ) . ) ),(ROOT (S (NP (NNP Men)) (VP (VBP are) (VP (VBG drinking) (NP (NN alcohol)) (PP (IN at) (NP (DT a) (NN bar))))) (. .)))
,"['neutral', 'neutral', 'entailment', 'entailment', 'neutral']",2088052469.jpg#3,neutral,2088052469.jpg#3r1n,Two men are dressed up as snowmen.,( ( Two men ) ( ( are ( ( dressed up ) ( as snowmen ) ) ) . ) ),(ROOT (S (NP (CD Two) (NNS men)) (VP (VBP are) (VP (VBN dressed) (PRT (RP up)) (PP (IN as) (NP (NN snowmen))))) (. .))),two young men are dressed up,( ( two ( young men ) ) ( are ( dressed up ) ) ),(ROOT (S (NP (CD two) (JJ young) (NNS men)) (VP (VBP are) (VP (VBN dressed) (PRT (RP up))))))
,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction']",3345621370.jpg#3,contradiction,3345621370.jpg#3r1c,One female and two male musicians holding musical equipment.,( ( ( ( ( One female ) and ) ( two ( male musicians ) ) ) ( holding ( musical equipment ) ) ) . ),(ROOT (NP (NP (NP (CD One) (NN female)) (CC and) (NP (CD two) (JJ male) (NNS musicians))) (VP (VBG holding) (NP (JJ musical) (NN equipment))) (. .))),There four females,( There ( four females ) ),(ROOT (X (ADVP (RB There)) (NP (CD four) (NNS females))))
,"['neutral', 'entailment', 'contradiction', 'entailment', 'entailment']",3345621370.jpg#3,entailment,3345621370.jpg#3r1n,One female and two male musicians holding musical equipment.,( ( ( ( ( One female ) and ) ( two ( male musicians ) ) ) ( holding ( musical equipment ) ) ) . ),(ROOT (NP (NP (NP (CD One) (NN female)) (CC and) (NP (CD two) (JJ male) (NNS musicians))) (VP (VBG holding) (NP (JJ musical) (NN equipment))) (. .))),They are musicans,( They ( are musicans ) ),(ROOT (S (NP (PRP They)) (VP (VBP are) (ADJP (JJ musicans)))))
,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral']",2561212119.jpg#2,neutral,2561212119.jpg#2r1n,A wet black lab with a red collar is standing in the water.,( ( ( A ( wet ( black lab ) ) ) ( with ( a ( red collar ) ) ) ) ( ( is ( standing ( in ( the water ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (JJ wet) (JJ black) (NN lab)) (PP (IN with) (NP (DT a) (JJ red) (NN collar)))) (VP (VBZ is) (VP (VBG standing) (PP (IN in) (NP (DT the) (NN water))))) (. .))),A black lab waits for its owner to throw a ball into the water.,( ( A ( black lab ) ) ( ( waits ( for ( its ( owner ( to ( ( throw ( a ball ) ) ( into ( the water ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ black) (NN lab)) (VP (VBZ waits) (PP (IN for) (NP (PRP$ its) (NN owner) (S (VP (TO to) (VP (VB throw) (NP (DT a) (NN ball)) (PP (IN into) (NP (DT the) (NN water))))))))) (. .)))
,"['entailment', 'entailment', 'entailment', 'entailment', 'neutral']",4328442305.jpg#3,entailment,4328442305.jpg#3r1e,a teenager laying down with paper crafts strewn about the floor,( a ( teenager ( ( laying down ) ( with ( ( paper crafts ) ( strewn ( about ( the floor ) ) ) ) ) ) ) ),(ROOT (FRAG (NP (DT a) (NN teenager) (S (VP (VBG laying) (PRT (RP down)) (PP (IN with) (NP (NP (NN paper) (NNS crafts)) (VP (VBN strewn) (PP (IN about) (NP (DT the) (NN floor))))))))))),The teen is laying down in a mess.,( ( The teen ) ( ( is ( ( laying down ) ( in ( a mess ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN teen)) (VP (VBZ is) (VP (VBG laying) (PRT (RP down)) (PP (IN in) (NP (DT a) (NN mess))))) (. .)))
,"['entailment', 'neutral', 'entailment', 'neutral', 'neutral']",3274758325.jpg#3,neutral,3274758325.jpg#3r1e,A performer plays an instrument for the audience.,( ( A performer ) ( ( plays ( ( an instrument ) ( for ( the audience ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN performer)) (VP (VBZ plays) (NP (NP (DT an) (NN instrument)) (PP (IN for) (NP (DT the) (NN audience))))) (. .))),The performer is making music.,( ( The performer ) ( ( is ( making music ) ) . ) ),(ROOT (S (NP (DT The) (NN performer)) (VP (VBZ is) (VP (VBG making) (NP (NN music)))) (. .)))
,"['neutral', 'entailment', 'entailment', 'entailment', 'neutral']",2542163492.jpg#0,entailment,2542163492.jpg#0r1n,The man is wearing an orange and black polo shirt and is kneeling with his lunch box in one hand while holding a banana in his other hand.,( ( The man ) ( ( ( ( is ( wearing ( an ( ( ( orange and ) black ) ( polo shirt ) ) ) ) ) and ) ( is ( ( kneeling ( with ( ( his ( lunch box ) ) ( in ( one hand ) ) ) ) ) ( while ( ( holding ( a banana ) ) ( in ( his ( other hand ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN man)) (VP (VP (VBZ is) (VP (VBG wearing) (NP (DT an) (ADJP (JJ orange) (CC and) (JJ black)) (NN polo) (NN shirt)))) (CC and) (VP (VBZ is) (VP (VBG kneeling) (PP (IN with) (NP (NP (PRP$ his) (NN lunch) (NN box)) (PP (IN in) (NP (CD one) (NN hand))))) (PP (IN while) (S (VP (VBG holding) (NP (DT a) (NN banana)) (PP (IN in) (NP (PRP$ his) (JJ other) (NN hand))))))))) (. .))),A man is eating lunch.,( ( A man ) ( ( is ( eating lunch ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG eating) (NP (NN lunch)))) (. .)))
,"['neutral', 'neutral', 'contradiction', 'neutral', 'neutral']",4850474112.jpg#0,neutral,4850474112.jpg#0r1n,"The festivities of the Latin celebration has brought many visitors and enthusiastic, colorful, performers to the city.","( ( ( The festivities ) ( of ( the ( Latin celebration ) ) ) ) ( ( has ( ( brought ( ( ( many visitors ) and ) ( ( enthusiastic ( , ( colorful , ) ) ) performers ) ) ) ( to ( the city ) ) ) ) . ) )","(ROOT (S (NP (NP (DT The) (NNS festivities)) (PP (IN of) (NP (DT the) (JJ Latin) (NN celebration)))) (VP (VBZ has) (VP (VBN brought) (NP (NP (JJ many) (NNS visitors)) (CC and) (NP (ADJP (JJ enthusiastic) (, ,) (JJ colorful) (, ,)) (NNS performers))) (PP (TO to) (NP (DT the) (NN city))))) (. .)))",Many visitors have fun at the Latin celebration.,( ( Many visitors ) ( ( ( have fun ) ( at ( the ( Latin celebration ) ) ) ) . ) ),(ROOT (S (NP (JJ Many) (NNS visitors)) (VP (VBP have) (NP (NN fun)) (PP (IN at) (NP (DT the) (JJ Latin) (NN celebration)))) (. .)))
,"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",4610444848.jpg#0,entailment,4610444848.jpg#0r1e,A smiling bride sits in a swing with her smiling groom standing behind her posing for the male photographer while a boy holding a bottled drink and another boy wearing a green shirt observe.,( ( A ( smiling bride ) ) ( ( sits ( in ( ( a swing ) ( with ( ( her ( smiling groom ) ) ( standing ( behind ( her ( ( posing ( for ( the ( male photographer ) ) ) ) ( while ( ( ( a boy ) ( holding ( ( ( ( a ( bottled drink ) ) and ) ( another boy ) ) ( wearing ( a ( green shirt ) ) ) ) ) ) observe ) ) ) ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (VBG smiling) (NN bride)) (VP (VBZ sits) (PP (IN in) (NP (NP (DT a) (NN swing)) (PP (IN with) (NP (NP (PRP$ her) (VBG smiling) (NN groom)) (VP (VBG standing) (PP (IN behind) (S (NP (PRP her)) (VP (VBG posing) (PP (IN for) (NP (DT the) (JJ male) (NN photographer))) (SBAR (IN while) (S (NP (NP (DT a) (NN boy)) (VP (VBG holding) (S (NP (NP (DT a) (JJ bottled) (NN drink)) (CC and) (NP (DT another) (NN boy))) (VP (VBG wearing) (NP (DT a) (JJ green) (NN shirt)))))) (VP (VBP observe))))))))))))) (. .))),Two boys look on as a married couple get their pictures taken.,( ( Two boys ) ( ( ( look on ) ( as ( ( a ( married couple ) ) ( get ( ( their pictures ) taken ) ) ) ) ) . ) ),(ROOT (S (NP (CD Two) (NNS boys)) (VP (VBP look) (PRT (RP on)) (SBAR (IN as) (S (NP (DT a) (JJ married) (NN couple)) (VP (VBP get) (NP (NP (PRP$ their) (NNS pictures)) (VP (VBN taken))))))) (. .)))
,"['neutral', 'neutral', 'entailment', 'neutral', 'neutral']",4610444848.jpg#0,neutral,4610444848.jpg#0r1n,A smiling bride sits in a swing with her smiling groom standing behind her posing for the male photographer while a boy holding a bottled drink and another boy wearing a green shirt observe.,( ( A ( smiling bride ) ) ( ( sits ( in ( ( a swing ) ( with ( ( her ( smiling groom ) ) ( standing ( behind ( her ( ( posing ( for ( the ( male photographer ) ) ) ) ( while ( ( ( a boy ) ( holding ( ( ( ( a ( bottled drink ) ) and ) ( another boy ) ) ( wearing ( a ( green shirt ) ) ) ) ) ) observe ) ) ) ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (VBG smiling) (NN bride)) (VP (VBZ sits) (PP (IN in) (NP (NP (DT a) (NN swing)) (PP (IN with) (NP (NP (PRP$ her) (VBG smiling) (NN groom)) (VP (VBG standing) (PP (IN behind) (S (NP (PRP her)) (VP (VBG posing) (PP (IN for) (NP (DT the) (JJ male) (NN photographer))) (SBAR (IN while) (S (NP (NP (DT a) (NN boy)) (VP (VBG holding) (S (NP (NP (DT a) (JJ bottled) (NN drink)) (CC and) (NP (DT another) (NN boy))) (VP (VBG wearing) (NP (DT a) (JJ green) (NN shirt)))))) (VP (VBP observe))))))))))))) (. .))),Bride and groom get marriage pictures taken while their kids look on.,( ( ( Bride and ) groom ) ( ( get ( ( marriage pictures ) ( taken ( while ( ( their kids ) ( look on ) ) ) ) ) ) . ) ),(ROOT (S (NP (NNP Bride) (CC and) (NNP groom)) (VP (VBP get) (NP (NP (NN marriage) (NNS pictures)) (VP (VBN taken) (SBAR (IN while) (S (NP (PRP$ their) (NNS kids)) (VP (VBP look) (PRT (RP on)))))))) (. .)))
,"['entailment', 'neutral', 'entailment', 'entailment', 'neutral']",2552931945.jpg#4,entailment,2552931945.jpg#4r1e,Man sitting playing guitar.,( ( Man ( sitting ( playing guitar ) ) ) . ),(ROOT (NP (NP (NNP Man)) (VP (VBG sitting) (S (VP (VBG playing) (NP (NN guitar))))) (. .))),A man is sitting and strumming a guitar.,( ( A man ) ( ( is ( ( ( sitting and ) strumming ) ( a guitar ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG sitting) (CC and) (VBG strumming) (NP (DT a) (NN guitar)))) (. .)))
,"['neutral', 'entailment', 'entailment', 'entailment', 'neutral']",5293382329.jpg#0,entailment,5293382329.jpg#0r1n,A man with long hair talking into a microphone as if on a stage.,( ( ( ( A man ) ( with ( long hair ) ) ) ( talking ( ( ( into ( a microphone ) ) ( as if ) ) ( on ( a stage ) ) ) ) ) . ),(ROOT (NP (NP (NP (DT A) (NN man)) (PP (IN with) (NP (JJ long) (NN hair)))) (VP (VBG talking) (PP (PP (IN into) (NP (DT a) (NN microphone))) (CONJP (RB as) (IN if)) (PP (IN on) (NP (DT a) (NN stage))))) (. .))),A long haired man is practicing to talk into a microphone as though he is on stage.,( ( A ( long ( haired man ) ) ) ( ( is ( practicing ( to ( ( talk ( into ( a microphone ) ) ) ( as ( though ( he ( is ( on stage ) ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ long) (JJ haired) (NN man)) (VP (VBZ is) (VP (VBG practicing) (S (VP (TO to) (VP (VB talk) (PP (IN into) (NP (DT a) (NN microphone))) (SBAR (RB as) (IN though) (S (NP (PRP he)) (VP (VBZ is) (PP (IN on) (NP (NN stage))))))))))) (. .)))
,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction']",264141937.jpg#0,contradiction,264141937.jpg#0r1c,"A woman wearing dollar sign glasses, holding a dollar bill, stands with a suitcase that says ""Lucky"" that is overflowing with cash.","( ( ( A woman ) ( wearing ( dollar ( sign glasses ) ) ) ) ( , ( ( holding ( a ( dollar bill ) ) ) ( , ( ( stands ( with ( ( a suitcase ) ( that ( says ( `` ( ( Lucky '' ) ( that ( is ( overflowing ( with cash ) ) ) ) ) ) ) ) ) ) ) . ) ) ) ) )","(ROOT (S (NP (NP (DT A) (NN woman)) (VP (VBG wearing) (NP (NN dollar) (NN sign) (NNS glasses)))) (, ,) (S (VP (VBG holding) (NP (DT a) (NN dollar) (NN bill)))) (, ,) (VP (VBZ stands) (PP (IN with) (NP (NP (DT a) (NN suitcase)) (SBAR (WHNP (WDT that)) (S (VP (VBZ says) (ADJP (`` ``) (JJ Lucky) ('' '') (SBAR (IN that) (S (VP (VBZ is) (VP (VBG overflowing) (PP (IN with) (NP (NN cash)))))))))))))) (. .)))",She does a handstand in her business suit,( She ( does ( ( a handstand ) ( in ( her ( business suit ) ) ) ) ) ),(ROOT (S (NP (PRP She)) (VP (VBZ does) (NP (NP (DT a) (NN handstand)) (PP (IN in) (NP (PRP$ her) (NN business) (NN suit)))))))
,"['entailment', 'entailment', 'entailment', 'entailment', 'contradiction']",264141937.jpg#0,entailment,264141937.jpg#0r1e,"A woman wearing dollar sign glasses, holding a dollar bill, stands with a suitcase that says ""Lucky"" that is overflowing with cash.","( ( ( A woman ) ( wearing ( dollar ( sign glasses ) ) ) ) ( , ( ( holding ( a ( dollar bill ) ) ) ( , ( ( stands ( with ( ( a suitcase ) ( that ( says ( `` ( ( Lucky '' ) ( that ( is ( overflowing ( with cash ) ) ) ) ) ) ) ) ) ) ) . ) ) ) ) )","(ROOT (S (NP (NP (DT A) (NN woman)) (VP (VBG wearing) (NP (NN dollar) (NN sign) (NNS glasses)))) (, ,) (S (VP (VBG holding) (NP (DT a) (NN dollar) (NN bill)))) (, ,) (VP (VBZ stands) (PP (IN with) (NP (NP (DT a) (NN suitcase)) (SBAR (WHNP (WDT that)) (S (VP (VBZ says) (ADJP (`` ``) (JJ Lucky) ('' '') (SBAR (IN that) (S (VP (VBZ is) (VP (VBG overflowing) (PP (IN with) (NP (NN cash)))))))))))))) (. .)))",The elaborately dressed woman stands around with her riches,( ( The ( ( elaborately dressed ) woman ) ) ( ( stands around ) ( with ( her riches ) ) ) ),(ROOT (S (NP (DT The) (ADJP (RB elaborately) (VBN dressed)) (NN woman)) (VP (VBZ stands) (PRT (RP around)) (PP (IN with) (NP (PRP$ her) (NNS riches))))))
,"['neutral', 'contradiction', 'contradiction', 'neutral', 'contradiction']",3034585889.jpg#1,contradiction,3034585889.jpg#1r1n,A person is riding their motorbike and a person in a bright yellow jacket is watching someone fall off their bike.,( ( ( ( ( A person ) ( is ( riding ( their motorbike ) ) ) ) and ) ( ( ( a person ) ( in ( a ( bright ( yellow jacket ) ) ) ) ) ( is ( watching ( someone ( ( fall off ) ( their bike ) ) ) ) ) ) ) . ),(ROOT (S (S (NP (DT A) (NN person)) (VP (VBZ is) (VP (VBG riding) (NP (PRP$ their) (NN motorbike))))) (CC and) (S (NP (NP (DT a) (NN person)) (PP (IN in) (NP (DT a) (JJ bright) (JJ yellow) (NN jacket)))) (VP (VBZ is) (VP (VBG watching) (S (NP (NN someone)) (VP (VB fall) (PRT (RP off)) (NP (PRP$ their) (NN bike))))))) (. .))),The other person laughed.,( ( The ( other person ) ) ( laughed . ) ),(ROOT (S (NP (DT The) (JJ other) (NN person)) (VP (VBD laughed)) (. .)))
,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'neutral']",2466412466.jpg#4,contradiction,2466412466.jpg#4r1c,A man is holding a child on his shoulders.,( ( A man ) ( ( is ( holding ( ( a child ) ( on ( his shoulders ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG holding) (NP (NP (DT a) (NN child)) (PP (IN on) (NP (PRP$ his) (NNS shoulders)))))) (. .))),The child is too big to ride on the mans shoulders now.,( ( The child ) ( ( ( is ( too big ) ) ( to ( ( ride ( on ( the ( mans shoulders ) ) ) ) now ) ) ) . ) ),(ROOT (S (NP (DT The) (NN child)) (VP (VBZ is) (ADJP (RB too) (JJ big)) (S (VP (TO to) (VP (VB ride) (PP (IN on) (NP (DT the) (JJ mans) (NNS shoulders))) (ADVP (RB now)))))) (. .)))
